"Year","District","Electorate","ColNames","Votes","Percentage"
1999,"Mahanuwara","Senkadagala","Alwis Weerakkody Premawardhana",13,0.03
1999,"Mahanuwara","Senkadagala","Ariyawansha Dissanayaka",16,0.04
1999,"Mahanuwara","Senkadagala","M.D. Nandana Gunathilaka",1173,2.74
1999,"Mahanuwara","Senkadagala","Kamal Karunadasa",38,0.09
1999,"Mahanuwara","Senkadagala","Chandrika Bandaranaike Kumaratunga",19893,46.41
1999,"Mahanuwara","Senkadagala","Tennyson Edirisuriya",66,0.15
1999,"Mahanuwara","Senkadagala","W.V.M. Ranjith",83,0.19
1999,"Mahanuwara","Senkadagala","Ranil Wickramasinghe",20803,48.53
1999,"Mahanuwara","Senkadagala","Rajiva Wijesinha",73,0.17
1999,"Mahanuwara","Senkadagala","Vasudeva Nanayakkara",133,0.31
1999,"Mahanuwara","Senkadagala","Hudson Samarasinghe",29,0.07
1999,"Mahanuwara","Senkadagala","Harishchandra Wijayatunga",431,1.01
1999,"Mahanuwara","Senkadagala","Total No of Valid Votes",42865,97.25
1999,"Mahanuwara","Senkadagala","No of Rejected Votes",1213,2.75
1999,"Mahanuwara","Senkadagala","Total No of Votes Polled",44078,74.47
1999,"Mahanuwara","Senkadagala","No of Registered Electors",59187,NA
1999,"Mahanuwara","Mahanuwara","Abdul Rasool",109,0.43
1999,"Mahanuwara","Mahanuwara","Alwis Weerakkody Premawardhana",9,0.04
1999,"Mahanuwara","Mahanuwara","Ariyawansha Dissanayaka",11,0.04
1999,"Mahanuwara","Mahanuwara","M.D. Nandana Gunathilaka",639,2.53
1999,"Mahanuwara","Mahanuwara","Kamal Karunadasa",29,0.11
1999,"Mahanuwara","Mahanuwara","Chandrika Bandaranaike Kumaratunga",10101,39.94
1999,"Mahanuwara","Mahanuwara","Tennyson Edirisuriya",34,0.13
1999,"Mahanuwara","Mahanuwara","W.V.M. Ranjith",40,0.16
1999,"Mahanuwara","Mahanuwara","Ranil Wickramasinghe",13809,54.6
1999,"Mahanuwara","Mahanuwara","Rajiva Wijesinha",43,0.17
1999,"Mahanuwara","Mahanuwara","Vasudeva Nanayakkara",105,0.42
1999,"Mahanuwara","Mahanuwara","Hudson Samarasinghe",14,0.06
1999,"Mahanuwara","Mahanuwara","Harishchandra Wijayatunga",349,1.38
1999,"Mahanuwara","Mahanuwara","Total No of Valid Votes",25292,97.59
1999,"Mahanuwara","Mahanuwara","No of Rejected Votes",624,2.41
1999,"Mahanuwara","Mahanuwara","Total No of Votes Polled",25916,75.32
1999,"Mahanuwara","Mahanuwara","No of Registered Electors",34410,NA
1999,"Mahanuwara","Yatinuwara","Abdul Rasool",105,0.23
1999,"Mahanuwara","Yatinuwara","Alwis Weerakkody Premawardhana",21,0.05
1999,"Mahanuwara","Yatinuwara","Ariyawansha Dissanayaka",24,0.05
1999,"Mahanuwara","Yatinuwara","M.D. Nandana Gunathilaka",1293,2.78
1999,"Mahanuwara","Yatinuwara","Kamal Karunadasa",49,0.11
1999,"Mahanuwara","Yatinuwara","Chandrika Bandaranaike Kumaratunga",23135,49.65
1999,"Mahanuwara","Yatinuwara","Tennyson Edirisuriya",61,0.13
1999,"Mahanuwara","Yatinuwara","W.V.M. Ranjith",125,0.27
1999,"Mahanuwara","Yatinuwara","Ranil Wickramasinghe",21219,45.54
1999,"Mahanuwara","Yatinuwara","Rajiva Wijesinha",102,0.22
1999,"Mahanuwara","Yatinuwara","Vasudeva Nanayakkara",103,0.22
1999,"Mahanuwara","Yatinuwara","Hudson Samarasinghe",54,0.12
1999,"Mahanuwara","Yatinuwara","Harishchandra Wijayatunga",301,0.65
1999,"Mahanuwara","Yatinuwara","Total No of Valid Votes",46592,96.95
1999,"Mahanuwara","Yatinuwara","No of Rejected Votes",1464,3.05
1999,"Mahanuwara","Yatinuwara","Total No of Votes Polled",48056,76.59
1999,"Mahanuwara","Yatinuwara","No of Registered Electors",62747,NA
1999,"Mahanuwara","Udunuwara","Abdul Rasool",240,0.52
1999,"Mahanuwara","Udunuwara","Alwis Weerakkody Premawardhana",31,0.07
1999,"Mahanuwara","Udunuwara","Ariyawansha Dissanayaka",22,0.05
1999,"Mahanuwara","Udunuwara","M.D. Nandana Gunathilaka",1199,2.59
1999,"Mahanuwara","Udunuwara","Kamal Karunadasa",58,0.13
1999,"Mahanuwara","Udunuwara","Chandrika Bandaranaike Kumaratunga",22192,47.86
1999,"Mahanuwara","Udunuwara","Tennyson Edirisuriya",83,0.18
1999,"Mahanuwara","Udunuwara","W.V.M. Ranjith",139,0.3
1999,"Mahanuwara","Udunuwara","Ranil Wickramasinghe",21920,47.27
1999,"Mahanuwara","Udunuwara","Rajiva Wijesinha",124,0.27
1999,"Mahanuwara","Udunuwara","Vasudeva Nanayakkara",68,0.15
1999,"Mahanuwara","Udunuwara","Hudson Samarasinghe",45,0.1
1999,"Mahanuwara","Udunuwara","Harishchandra Wijayatunga",251,0.54
1999,"Mahanuwara","Udunuwara","Total No of Valid Votes",46372,97.47
1999,"Mahanuwara","Udunuwara","No of Rejected Votes",1204,2.53
1999,"Mahanuwara","Udunuwara","Total No of Votes Polled",47576,76.13
1999,"Mahanuwara","Udunuwara","No of Registered Electors",62497,NA
1999,"Mahanuwara","Gampola","Abdul Rasool",163,0.29
1999,"Mahanuwara","Gampola","Alwis Weerakkody Premawardhana",22,0.04
1999,"Mahanuwara","Gampola","Ariyawansha Dissanayaka",26,0.05
1999,"Mahanuwara","Gampola","M.D. Nandana Gunathilaka",828,1.48
1999,"Mahanuwara","Gampola","Kamal Karunadasa",90,0.16
1999,"Mahanuwara","Gampola","Chandrika Bandaranaike Kumaratunga",29986,53.65
1999,"Mahanuwara","Gampola","Tennyson Edirisuriya",159,0.28
1999,"Mahanuwara","Gampola","W.V.M. Ranjith",141,0.25
1999,"Mahanuwara","Gampola","Ranil Wickramasinghe",23928,42.81
1999,"Mahanuwara","Gampola","Rajiva Wijesinha",161,0.29
1999,"Mahanuwara","Gampola","Vasudeva Nanayakkara",94,0.17
1999,"Mahanuwara","Gampola","Hudson Samarasinghe",51,0.09
1999,"Mahanuwara","Gampola","Harishchandra Wijayatunga",244,0.44
1999,"Mahanuwara","Gampola","Total No of Valid Votes",55893,97.17
1999,"Mahanuwara","Gampola","No of Rejected Votes",1626,2.83
1999,"Mahanuwara","Gampola","Total No of Votes Polled",57519,78.65
1999,"Mahanuwara","Gampola","No of Registered Electors",73137,NA
1999,"Mahanuwara","Nawalapitiya","Abdul Rasool",110,0.21
1999,"Mahanuwara","Nawalapitiya","Alwis Weerakkody Premawardhana",31,0.06
1999,"Mahanuwara","Nawalapitiya","Ariyawansha Dissanayaka",22,0.04
1999,"Mahanuwara","Nawalapitiya","M.D. Nandana Gunathilaka",1353,2.62
1999,"Mahanuwara","Nawalapitiya","Kamal Karunadasa",86,0.17
1999,"Mahanuwara","Nawalapitiya","Chandrika Bandaranaike Kumaratunga",28277,54.78
1999,"Mahanuwara","Nawalapitiya","Tennyson Edirisuriya",165,0.32
1999,"Mahanuwara","Nawalapitiya","W.V.M. Ranjith",195,0.38
1999,"Mahanuwara","Nawalapitiya","Ranil Wickramasinghe",20885,40.46
1999,"Mahanuwara","Nawalapitiya","Rajiva Wijesinha",149,0.29
1999,"Mahanuwara","Nawalapitiya","Vasudeva Nanayakkara",88,0.17
1999,"Mahanuwara","Nawalapitiya","Hudson Samarasinghe",77,0.15
1999,"Mahanuwara","Nawalapitiya","Harishchandra Wijayatunga",184,0.36
1999,"Mahanuwara","Nawalapitiya","Total No of Valid Votes",51622,97.15
1999,"Mahanuwara","Nawalapitiya","No of Rejected Votes",1513,2.85
1999,"Mahanuwara","Nawalapitiya","Total No of Votes Polled",53135,76.9
1999,"Mahanuwara","Nawalapitiya","No of Registered Electors",69098,NA
1999,"Mahanuwara","Postal District Votes","Abdul Rasool",13,0.08
1999,"Mahanuwara","Postal District Votes","Alwis Weerakkody Premawardhana",0,0
1999,"Mahanuwara","Postal District Votes","Ariyawansha Dissanayaka",5,0.03
1999,"Mahanuwara","Postal District Votes","M.D. Nandana Gunathilaka",876,5.29
1999,"Mahanuwara","Postal District Votes","Kamal Karunadasa",5,0.03
1999,"Mahanuwara","Postal District Votes","Chandrika Bandaranaike Kumaratunga",8013,48.42
1999,"Mahanuwara","Postal District Votes","Tennyson Edirisuriya",9,0.05
1999,"Mahanuwara","Postal District Votes","W.V.M. Ranjith",1,0.01
1999,"Mahanuwara","Postal District Votes","Ranil Wickramasinghe",7284,44.02
1999,"Mahanuwara","Postal District Votes","Rajiva Wijesinha",5,0.03
1999,"Mahanuwara","Postal District Votes","Vasudeva Nanayakkara",98,0.59
1999,"Mahanuwara","Postal District Votes","Hudson Samarasinghe",0,0
1999,"Mahanuwara","Postal District Votes","Harishchandra Wijayatunga",239,1.44
1999,"Mahanuwara","Postal District Votes","Total No of Valid Votes",16548,96.47
1999,"Mahanuwara","Postal District Votes","No of Rejected Votes",605,3.53
1999,"Mahanuwara","Postal District Votes","Total No of Votes Polled",17153,NA
1999,"Mahanuwara","Final District Results","Abdul Rasool",1706,0.28
1999,"Mahanuwara","Final District Results","Alwis Weerakkody Premawardhana",290,0.05
1999,"Mahanuwara","Final District Results","Ariyawansha Dissanayaka",265,0.04
1999,"Mahanuwara","Final District Results","M.D. Nandana Gunathilaka",15512,2.53
1999,"Mahanuwara","Final District Results","Kamal Karunadasa",749,0.12
1999,"Mahanuwara","Final District Results","Chandrika Bandaranaike Kumaratunga",308187,50.29
1999,"Mahanuwara","Final District Results","Tennyson Edirisuriya",1369,0.22
1999,"Mahanuwara","Final District Results","W.V.M. Ranjith",1775,0.29
1999,"Mahanuwara","Final District Results","Ranil Wickramasinghe",276360,45.1
1999,"Mahanuwara","Final District Results","Rajiva Wijesinha",1614,0.26
1999,"Mahanuwara","Final District Results","Vasudeva Nanayakkara",1065,0.17
1999,"Mahanuwara","Final District Results","Hudson Samarasinghe",639,0.1
1999,"Mahanuwara","Final District Results","Harishchandra Wijayatunga",3280,0.54
1999,"Mahanuwara","Final District Results","Total No of Valid Votes",612811,97.29
1999,"Mahanuwara","Final District Results","No of Rejected Votes",17060,2.71
1999,"Mahanuwara","Final District Results","Total No of Votes Polled",629871,79.28
1999,"Mahanuwara","Final District Results","No of Registered Electors",794453,NA
1999,"Matale","Dambulla","Abdul Rasool",169,0.24
1999,"Matale","Dambulla","Alwis Weerakkody Premawardhana",57,0.08
1999,"Matale","Dambulla","Ariyawansha Dissanayaka",46,0.06
1999,"Matale","Dambulla","M.D. Nandana Gunathilaka",3496,4.87
1999,"Matale","Dambulla","Kamal Karunadasa",132,0.18
1999,"Matale","Dambulla","Chandrika Bandaranaike Kumaratunga",35811,49.9
1999,"Matale","Dambulla","Tennyson Edirisuriya",214,0.3
1999,"Matale","Dambulla","W.V.M. Ranjith",323,0.45
1999,"Matale","Dambulla","Ranil Wickramasinghe",30850,42.99
1999,"Matale","Dambulla","Rajiva Wijesinha",270,0.38
1999,"Matale","Dambulla","Vasudeva Nanayakkara",91,0.13
1999,"Matale","Dambulla","Hudson Samarasinghe",76,0.11
1999,"Matale","Dambulla","Harishchandra Wijayatunga",233,0.32
1999,"Matale","Dambulla","Total No of Valid Votes",71768,97.45
1999,"Matale","Dambulla","No of Rejected Votes",1876,2.55
1999,"Matale","Dambulla","Total No of Votes Polled",73644,75.65
1999,"Matale","Dambulla","No of Registered Electors",97348,NA
1999,"Matale","Laggala","Abdul Rasool",64,0.15
1999,"Matale","Laggala","Alwis Weerakkody Premawardhana",30,0.07
1999,"Matale","Laggala","Ariyawansha Dissanayaka",31,0.07
1999,"Matale","Laggala","M.D. Nandana Gunathilaka",1069,2.53
1999,"Matale","Laggala","Kamal Karunadasa",74,0.18
1999,"Matale","Laggala","Chandrika Bandaranaike Kumaratunga",24073,57.07
1999,"Matale","Laggala","Tennyson Edirisuriya",171,0.41
1999,"Matale","Laggala","W.V.M. Ranjith",200,0.47
1999,"Matale","Laggala","Ranil Wickramasinghe",16091,38.15
1999,"Matale","Laggala","Rajiva Wijesinha",181,0.43
1999,"Matale","Laggala","Vasudeva Nanayakkara",35,0.08
1999,"Matale","Laggala","Hudson Samarasinghe",48,0.11
1999,"Matale","Laggala","Harishchandra Wijayatunga",112,0.27
1999,"Matale","Laggala","Total No of Valid Votes",42179,97.43
1999,"Matale","Laggala","No of Rejected Votes",1112,2.57
1999,"Matale","Laggala","Total No of Votes Polled",43291,80.57
1999,"Matale","Laggala","No of Registered Electors",53732,NA
1999,"Matale","Matale","Abdul Rasool",170,0.38
1999,"Matale","Matale","Alwis Weerakkody Premawardhana",33,0.07
1999,"Matale","Matale","Ariyawansha Dissanayaka",34,0.08
1999,"Matale","Matale","M.D. Nandana Gunathilaka",1392,3.13
1999,"Matale","Matale","Kamal Karunadasa",56,0.13
1999,"Matale","Matale","Chandrika Bandaranaike Kumaratunga",21709,48.86
1999,"Matale","Matale","Tennyson Edirisuriya",122,0.27
1999,"Matale","Matale","W.V.M. Ranjith",168,0.38
1999,"Matale","Matale","Ranil Wickramasinghe",20185,45.43
1999,"Matale","Matale","Rajiva Wijesinha",172,0.39
1999,"Matale","Matale","Vasudeva Nanayakkara",94,0.21
1999,"Matale","Matale","Hudson Samarasinghe",59,0.13
1999,"Matale","Matale","Harishchandra Wijayatunga",239,0.54
1999,"Matale","Matale","Total No of Valid Votes",44433,97.11
1999,"Matale","Matale","No of Rejected Votes",1322,2.89
1999,"Matale","Matale","Total No of Votes Polled",45755,71.42
1999,"Matale","Matale","No of Registered Electors",64069,NA
1999,"Matale","Rattota","Abdul Rasool",142,0.27
1999,"Matale","Rattota","Alwis Weerakkody Premawardhana",27,0.05
1999,"Matale","Rattota","Ariyawansha Dissanayaka",28,0.05
1999,"Matale","Rattota","M.D. Nandana Gunathilaka",1574,3.01
1999,"Matale","Rattota","Kamal Karunadasa",78,0.15
1999,"Matale","Rattota","Chandrika Bandaranaike Kumaratunga",26959,51.56
1999,"Matale","Rattota","Tennyson Edirisuriya",232,0.44
1999,"Matale","Rattota","W.V.M. Ranjith",255,0.49
1999,"Matale","Rattota","Ranil Wickramasinghe",22336,42.72
1999,"Matale","Rattota","Rajiva Wijesinha",235,0.45
1999,"Matale","Rattota","Vasudeva Nanayakkara",75,0.14
1999,"Matale","Rattota","Hudson Samarasinghe",78,0.15
1999,"Matale","Rattota","Harishchandra Wijayatunga",264,0.5
1999,"Matale","Rattota","Total No of Valid Votes",52283,96.98
1999,"Matale","Rattota","No of Rejected Votes",1627,3.02
1999,"Matale","Rattota","Total No of Votes Polled",53910,75.9
1999,"Matale","Rattota","No of Registered Electors",71025,NA
1999,"Matale","Postal District Votes","Abdul Rasool",5,0.09
1999,"Matale","Postal District Votes","Alwis Weerakkody Premawardhana",2,0.04
1999,"Matale","Postal District Votes","Ariyawansha Dissanayaka",0,0
1999,"Matale","Postal District Votes","M.D. Nandana Gunathilaka",393,6.96
1999,"Matale","Postal District Votes","Kamal Karunadasa",3,0.05
1999,"Matale","Postal District Votes","Chandrika Bandaranaike Kumaratunga",2680,47.46
1999,"Matale","Postal District Votes","Tennyson Edirisuriya",8,0.14
1999,"Matale","Postal District Votes","W.V.M. Ranjith",5,0.09
1999,"Matale","Postal District Votes","Ranil Wickramasinghe",2482,43.95
1999,"Matale","Postal District Votes","Rajiva Wijesinha",2,0.04
1999,"Matale","Postal District Votes","Vasudeva Nanayakkara",13,0.23
1999,"Matale","Postal District Votes","Hudson Samarasinghe",0,0
1999,"Matale","Postal District Votes","Harishchandra Wijayatunga",54,0.96
1999,"Matale","Postal District Votes","Total No of Valid Votes",5647,96.02
1999,"Matale","Postal District Votes","No of Rejected Votes",234,3.98
1999,"Matale","Postal District Votes","Total No of Votes Polled",5881,NA
1999,"Matale","Final District Results","Abdul Rasool",550,0.25
1999,"Matale","Final District Results","Alwis Weerakkody Premawardhana",149,0.07
1999,"Matale","Final District Results","Ariyawansha Dissanayaka",139,0.06
1999,"Matale","Final District Results","M.D. Nandana Gunathilaka",7924,3.66
1999,"Matale","Final District Results","Kamal Karunadasa",343,0.16
1999,"Matale","Final District Results","Chandrika Bandaranaike Kumaratunga",111232,51.42
1999,"Matale","Final District Results","Tennyson Edirisuriya",747,0.35
1999,"Matale","Final District Results","W.V.M. Ranjith",951,0.44
1999,"Matale","Final District Results","Ranil Wickramasinghe",91944,42.51
1999,"Matale","Final District Results","Rajiva Wijesinha",860,0.4
1999,"Matale","Final District Results","Vasudeva Nanayakkara",308,0.14
1999,"Matale","Final District Results","Hudson Samarasinghe",261,0.12
1999,"Matale","Final District Results","Harishchandra Wijayatunga",902,0.42
1999,"Matale","Final District Results","Total No of Valid Votes",216310,97.23
1999,"Matale","Final District Results","No of Rejected Votes",6171,2.77
1999,"Matale","Final District Results","Total No of Votes Polled",222481,77.74
1999,"Matale","Final District Results","No of Registered Electors",286174,NA
1999,"Nuwara-Eliya","Nuwara-Eliya-Maskeliya","Abdul Rasool",322,0.2
1999,"Nuwara-Eliya","Nuwara-Eliya-Maskeliya","Alwis Weerakkody Premawardhana",102,0.06
1999,"Nuwara-Eliya","Nuwara-Eliya-Maskeliya","Ariyawansha Dissanayaka",102,0.06
1999,"Nuwara-Eliya","Nuwara-Eliya-Maskeliya","M.D. Nandana Gunathilaka",1897,1.15
1999,"Nuwara-Eliya","Nuwara-Eliya-Maskeliya","Kamal Karunadasa",326,0.2
1999,"Nuwara-Eliya","Nuwara-Eliya-Maskeliya","Chandrika Bandaranaike Kumaratunga",70497,42.7
1999,"Nuwara-Eliya","Nuwara-Eliya-Maskeliya","Tennyson Edirisuriya",672,0.41
1999,"Nuwara-Eliya","Nuwara-Eliya-Maskeliya","W.V.M. Ranjith",1128,0.68
1999,"Nuwara-Eliya","Nuwara-Eliya-Maskeliya","Ranil Wickramasinghe",87653,53.09
1999,"Nuwara-Eliya","Nuwara-Eliya-Maskeliya","Rajiva Wijesinha",1074,0.65
1999,"Nuwara-Eliya","Nuwara-Eliya-Maskeliya","Vasudeva Nanayakkara",489,0.3
1999,"Nuwara-Eliya","Nuwara-Eliya-Maskeliya","Hudson Samarasinghe",244,0.15
1999,"Nuwara-Eliya","Nuwara-Eliya-Maskeliya","Harishchandra Wijayatunga",591,0.36
1999,"Nuwara-Eliya","Nuwara-Eliya-Maskeliya","Total No of Valid Votes",165097,97.13
1999,"Nuwara-Eliya","Nuwara-Eliya-Maskeliya","No of Rejected Votes",4885,2.87
1999,"Nuwara-Eliya","Nuwara-Eliya-Maskeliya","Total No of Votes Polled",169982,78.68
1999,"Nuwara-Eliya","Nuwara-Eliya-Maskeliya","No of Registered Electors",216038,NA
1999,"Nuwara-Eliya","Kotmale","Abdul Rasool",71,0.16
1999,"Nuwara-Eliya","Kotmale","Alwis Weerakkody Premawardhana",13,0.03
1999,"Nuwara-Eliya","Kotmale","Ariyawansha Dissanayaka",22,0.05
1999,"Nuwara-Eliya","Kotmale","M.D. Nandana Gunathilaka",826,1.84
1999,"Nuwara-Eliya","Kotmale","Kamal Karunadasa",76,0.17
1999,"Nuwara-Eliya","Kotmale","Chandrika Bandaranaike Kumaratunga",22068,49.23
1999,"Nuwara-Eliya","Kotmale","Tennyson Edirisuriya",133,0.3
1999,"Nuwara-Eliya","Kotmale","W.V.M. Ranjith",211,0.47
1999,"Nuwara-Eliya","Kotmale","Ranil Wickramasinghe",20984,46.82
1999,"Nuwara-Eliya","Kotmale","Rajiva Wijesinha",164,0.37
1999,"Nuwara-Eliya","Kotmale","Vasudeva Nanayakkara",67,0.15
1999,"Nuwara-Eliya","Kotmale","Hudson Samarasinghe",52,0.12
1999,"Nuwara-Eliya","Kotmale","Harishchandra Wijayatunga",136,0.3
1999,"Nuwara-Eliya","Kotmale","Total No of Valid Votes",44823,97.41
1999,"Nuwara-Eliya","Kotmale","No of Rejected Votes",1193,2.59
1999,"Nuwara-Eliya","Kotmale","Total No of Votes Polled",46016,77.56
1999,"Nuwara-Eliya","Kotmale","No of Registered Electors",59333,NA
1999,"Nuwara-Eliya","Hanguranketha","Abdul Rasool",68,0.14
1999,"Nuwara-Eliya","Hanguranketha","Alwis Weerakkody Premawardhana",28,0.06
1999,"Nuwara-Eliya","Hanguranketha","Ariyawansha Dissanayaka",21,0.04
1999,"Nuwara-Eliya","Hanguranketha","M.D. Nandana Gunathilaka",1572,3.15
1999,"Nuwara-Eliya","Hanguranketha","Kamal Karunadasa",71,0.14
1999,"Nuwara-Eliya","Hanguranketha","Chandrika Bandaranaike Kumaratunga",29000,58.16
1999,"Nuwara-Eliya","Hanguranketha","Tennyson Edirisuriya",140,0.28
1999,"Nuwara-Eliya","Hanguranketha","W.V.M. Ranjith",158,0.32
1999,"Nuwara-Eliya","Hanguranketha","Ranil Wickramasinghe",18426,36.95
1999,"Nuwara-Eliya","Hanguranketha","Rajiva Wijesinha",143,0.29
1999,"Nuwara-Eliya","Hanguranketha","Vasudeva Nanayakkara",51,0.1
1999,"Nuwara-Eliya","Hanguranketha","Hudson Samarasinghe",54,0.11
1999,"Nuwara-Eliya","Hanguranketha","Harishchandra Wijayatunga",131,0.26
1999,"Nuwara-Eliya","Hanguranketha","Total No of Valid Votes",49863,97.15
1999,"Nuwara-Eliya","Hanguranketha","No of Rejected Votes",1461,2.85
1999,"Nuwara-Eliya","Hanguranketha","Total No of Votes Polled",51324,88.17
1999,"Nuwara-Eliya","Hanguranketha","No of Registered Electors",58213,NA
1999,"Nuwara-Eliya","Walapane","Abdul Rasool",67,0.14
1999,"Nuwara-Eliya","Walapane","Alwis Weerakkody Premawardhana",33,0.07
1999,"Nuwara-Eliya","Walapane","Ariyawansha Dissanayaka",30,0.06
1999,"Nuwara-Eliya","Walapane","M.D. Nandana Gunathilaka",1299,2.63
1999,"Nuwara-Eliya","Walapane","Kamal Karunadasa",80,0.16
1999,"Nuwara-Eliya","Walapane","Chandrika Bandaranaike Kumaratunga",23312,47.17
1999,"Nuwara-Eliya","Walapane","Tennyson Edirisuriya",168,0.34
1999,"Nuwara-Eliya","Walapane","W.V.M. Ranjith",198,0.4
1999,"Nuwara-Eliya","Walapane","Ranil Wickramasinghe",23685,47.92
1999,"Nuwara-Eliya","Walapane","Rajiva Wijesinha",186,0.38
1999,"Nuwara-Eliya","Walapane","Vasudeva Nanayakkara",158,0.32
1999,"Nuwara-Eliya","Walapane","Hudson Samarasinghe",63,0.13
1999,"Nuwara-Eliya","Walapane","Harishchandra Wijayatunga",142,0.29
1999,"Nuwara-Eliya","Walapane","Total No of Valid Votes",49421,97.31
1999,"Nuwara-Eliya","Walapane","No of Rejected Votes",1366,2.69
1999,"Nuwara-Eliya","Walapane","Total No of Votes Polled",50787,79.2
1999,"Nuwara-Eliya","Walapane","No of Registered Electors",64127,NA
1999,"Nuwara-Eliya","Postal District Votes","Abdul Rasool",3,0.06
1999,"Nuwara-Eliya","Postal District Votes","Alwis Weerakkody Premawardhana",0,0
1999,"Nuwara-Eliya","Postal District Votes","Ariyawansha Dissanayaka",1,0.02
1999,"Nuwara-Eliya","Postal District Votes","M.D. Nandana Gunathilaka",285,5.95
1999,"Nuwara-Eliya","Postal District Votes","Kamal Karunadasa",2,0.04
1999,"Nuwara-Eliya","Postal District Votes","Chandrika Bandaranaike Kumaratunga",2333,48.75
1999,"Nuwara-Eliya","Postal District Votes","Tennyson Edirisuriya",3,0.06
1999,"Nuwara-Eliya","Postal District Votes","W.V.M. Ranjith",3,0.06
1999,"Nuwara-Eliya","Postal District Votes","Ranil Wickramasinghe",2088,43.63
1999,"Nuwara-Eliya","Postal District Votes","Rajiva Wijesinha",0,0
1999,"Nuwara-Eliya","Postal District Votes","Vasudeva Nanayakkara",47,0.98
1999,"Nuwara-Eliya","Postal District Votes","Hudson Samarasinghe",0,0
1999,"Nuwara-Eliya","Postal District Votes","Harishchandra Wijayatunga",21,0.44
1999,"Nuwara-Eliya","Postal District Votes","Total No of Valid Votes",4786,98.11
1999,"Nuwara-Eliya","Postal District Votes","No of Rejected Votes",92,1.89
1999,"Nuwara-Eliya","Postal District Votes","Total No of Votes Polled",4878,NA
1999,"Nuwara-Eliya","Final District Results","Abdul Rasool",531,0.17
1999,"Nuwara-Eliya","Final District Results","Alwis Weerakkody Premawardhana",176,0.06
1999,"Nuwara-Eliya","Final District Results","Ariyawansha Dissanayaka",176,0.06
1999,"Nuwara-Eliya","Final District Results","M.D. Nandana Gunathilaka",5879,1.87
1999,"Nuwara-Eliya","Final District Results","Kamal Karunadasa",555,0.18
1999,"Nuwara-Eliya","Final District Results","Chandrika Bandaranaike Kumaratunga",147210,46.88
1999,"Nuwara-Eliya","Final District Results","Tennyson Edirisuriya",1116,0.36
1999,"Nuwara-Eliya","Final District Results","W.V.M. Ranjith",1698,0.54
1999,"Nuwara-Eliya","Final District Results","Ranil Wickramasinghe",152836,48.68
1999,"Nuwara-Eliya","Final District Results","Rajiva Wijesinha",1567,0.5
1999,"Nuwara-Eliya","Final District Results","Vasudeva Nanayakkara",812,0.26
1999,"Nuwara-Eliya","Final District Results","Hudson Samarasinghe",413,0.13
1999,"Nuwara-Eliya","Final District Results","Harishchandra Wijayatunga",1021,0.33
1999,"Nuwara-Eliya","Final District Results","Total No of Valid Votes",313990,97.21
1999,"Nuwara-Eliya","Final District Results","No of Rejected Votes",8997,2.79
1999,"Nuwara-Eliya","Final District Results","Total No of Votes Polled",322987,81.21
1999,"Nuwara-Eliya","Final District Results","No of Registered Electors",397711,NA
1999,"Galle","Balapitiya","Abdul Rasool",37,0.11
1999,"Galle","Balapitiya","Alwis Weerakkody Premawardhana",8,0.02
1999,"Galle","Balapitiya","Ariyawansha Dissanayaka",12,0.04
1999,"Galle","Balapitiya","M.D. Nandana Gunathilaka",1466,4.47
1999,"Galle","Balapitiya","Kamal Karunadasa",29,0.09
1999,"Galle","Balapitiya","Chandrika Bandaranaike Kumaratunga",17524,53.43
1999,"Galle","Balapitiya","Tennyson Edirisuriya",54,0.16
1999,"Galle","Balapitiya","W.V.M. Ranjith",75,0.23
1999,"Galle","Balapitiya","Ranil Wickramasinghe",13372,40.77
1999,"Galle","Balapitiya","Rajiva Wijesinha",53,0.16
1999,"Galle","Balapitiya","Vasudeva Nanayakkara",60,0.18
1999,"Galle","Balapitiya","Hudson Samarasinghe",9,0.03
1999,"Galle","Balapitiya","Harishchandra Wijayatunga",101,0.31
1999,"Galle","Balapitiya","Total No of Valid Votes",32800,98.38
1999,"Galle","Balapitiya","No of Rejected Votes",539,1.62
1999,"Galle","Balapitiya","Total No of Votes Polled",33339,72.81
1999,"Galle","Balapitiya","No of Registered Electors",45790,NA
1999,"Galle","Ambalangoda","Abdul Rasool",55,0.12
1999,"Galle","Ambalangoda","Alwis Weerakkody Premawardhana",13,0.03
1999,"Galle","Ambalangoda","Ariyawansha Dissanayaka",9,0.02
1999,"Galle","Ambalangoda","M.D. Nandana Gunathilaka",2595,5.87
1999,"Galle","Ambalangoda","Kamal Karunadasa",47,0.11
1999,"Galle","Ambalangoda","Chandrika Bandaranaike Kumaratunga",24642,55.79
1999,"Galle","Ambalangoda","Tennyson Edirisuriya",62,0.14
1999,"Galle","Ambalangoda","W.V.M. Ranjith",78,0.18
1999,"Galle","Ambalangoda","Ranil Wickramasinghe",16358,37.03
1999,"Galle","Ambalangoda","Rajiva Wijesinha",55,0.12
1999,"Galle","Ambalangoda","Vasudeva Nanayakkara",84,0.19
1999,"Galle","Ambalangoda","Hudson Samarasinghe",32,0.07
1999,"Galle","Ambalangoda","Harishchandra Wijayatunga",141,0.32
1999,"Galle","Ambalangoda","Total No of Valid Votes",44171,98.05
1999,"Galle","Ambalangoda","No of Rejected Votes",880,1.95
1999,"Galle","Ambalangoda","Total No of Votes Polled",45051,76.95
